"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-08-31,"Alcott Park","WI","Milwaukee","Milwaukee","Milwaukee",4410,150500,-0.00462962962962963,-0.00725593667546174,0.0280054644808743,-0.0152258796172821,-0.0197900666681258,"2006-05","2006-Q2",188900,-0.203282159872949,"2003-04"
2015-08-31,"Woodland Park","OH","Columbus","Franklin","Columbus",4411,62700,0.0261865793780687,0.0699658703071672,0.183018867924528,0.0105321032420005,-0.0170959449051022,"2005-11","2005-Q4",77600,-0.192010309278351,"2000-11"
2015-08-31,"Parkwood Hills","WI","Madison","Dane","Madison",4412,340100,-0.00468247000292654,-0.0218579234972678,-0.0271739130434783,0.0143590626780437,0.00617336632528032,"2014-03","2014-Q1",354900,-0.041701887855734,"2013-10"
2015-08-31,"Whispering Oaks","TX","San Antonio","Bexar","San Antonio",4413,249600,0.00726392251815981,0.04,0.0952172005265467,0.042299445673281,0.0365606530936564,"2015-08","2015-Q3",249600,0,"2015-08"
2015-08-31,"Madera Parc","AZ","Phoenix","Maricopa","Gilbert",4414,262800,0.00381970970206264,0.0103806228373702,0.0436854646544877,0.0757716755669469,-0.0142306856009685,"2006-03","2006-Q1",335800,-0.217391304347826,"2005-05"
2015-08-31,"Stonegate Estates","AZ","Phoenix","Maricopa","Mesa",4415,255000,0.0151273885350318,0.02491961414791,0.0691823899371069,0.0621838610405678,-0.0180990389869008,"2006-05","2006-Q2",338100,-0.245785270629991,"2005-04"
2015-08-31,"Schumacher Place","OH","Columbus","Franklin","Columbus",4416,227400,0.0129175946547884,0.0257104194857916,0.0711257654262836,0.0464692068112946,0.0226326585752721,"2015-08","2015-Q3",227400,0,"2015-08"
2015-08-31,"Dixie Belle","FL","Orlando","Orange","Orlando",4417,103200,-0.00578034682080925,0.00584795321637427,0.0584615384615385,0.0307449494832384,-0.0437956456191694,"2006-07","2006-Q3",196400,-0.474541751527495,"2003-09"
2015-08-31,"Highland Park - Overlee Knolls","VA","Washington","Arlington","Arlington",4418,757400,0.00304595417825454,0.00424290639087775,0.0155537677661571,0.0358168278463475,0.0156127404533475,"2014-02","2014-Q1",769400,-0.0155965687548739,"2013-12"
2015-08-31,"Druid Hills","GA","Atlanta","Fulton","Atlanta",4419,401500,0.0161984307770185,0.0224089635854342,0.124334920190423,0.0513979008177146,0.0225015328038238,"2015-08","2015-Q3",401500,0,"2015-08"
2015-08-31,"Camelot Village","AZ","Phoenix","Maricopa","Tempe",4420,373500,0.00484261501210654,0.00700997573469938,0.0204918032786885,0.0305663934839828,-0.0165200505356313,"2006-08","2006-Q3",498800,-0.251202886928629,"2005-03"
2015-08-31,"Santa Clara","OH","Dayton","Montgomery","Dayton",4421,41300,0.00242718446601942,-0.00959232613908873,-0.00241545893719807,-0.0308286123955555,-0.0493384083720858,"2007-05","2007-Q2",71000,-0.41830985915493,
